index,text,label,agreement,num_votes,sample_set
train_01_0,"The State alleged they hacked Sabata Petros Chale , 39 , to death in Marikana West , on December 8 , 2016 , allegedly over the allocation of low cost ( RDP ) houses at Marikana West Extension 2 .",1,0.666666667,3,train_01
train_01_1,"Chale was allegedly chased by a group of about 30 people and was hacked to death with pangas , axes and spears .",0,1,3,train_01
train_01_2,His attackers allegedly drank his blood .,0,1,3,train_01
train_01_3,"Tip asked Mathunjwa why he had not `` explicitly '' told armed , striking mineworkers to leave the hill where they had gathered and return to work .",0,1,3,train_01
train_01_4,`` It the protest was something which happened outside the labour structures .,0,1,3,train_01
train_01_5,"Police opened fire , killing 34 striking workers and wounding 78 while trying to disperse a group gathered on a hill near Lonmin 's platinum mine in Marikana on August 16 .",1,1,3,train_01
train_01_6,"The three-member Farlam Commission , chaired by retired judge Ian Farlam , was established by President Jacob Zuma to probe into the violence and the deaths of 44 people in wage-related protests .",1,1,3,train_01
train_01_7,Lt-Col Andre Traut said the teenager laid the complaint at the Robertson police station following a farmworkers ' protest in the area .,1,1,3,train_01
train_01_8,Table grape harvesters started protesting about their working conditions in De Doorns last month .,0,0.666666667,3,train_01
train_01_9,The protests spread to 15 other towns and resulted in two deaths and the destruction of property .,1,1,3,train_01
train_01_10,The farmworkers ' strike resumed on Tuesday when their demands were not met .,1,1,3,train_01
train_01_11,"NHAI Case : Cops Fail to Produce Accused in Court 10th September 2015 03:49 AM KOCHI : Anoop George , the main accused in the case related to attack on the office of the National Highway Authority of India ( NHAI ) at Kalamassery , could not be produced before the Ernakulam District and Principal Sessions Court on Wednesday , after jail authorities in Coimbatore failed to arrange escort for him .",1,0.666666667,3,train_01
train_01_12,It was in January this year a group of persons attacked the NHAI office at Kalamassery and distributed notices supporting armed revolt against the government .,0,0.666666667,3,train_01
train_01_13,Both Anoop and Ramanan are also accused in the case related to attack on the Nitta Gelatin office at Panampilly Nagar last year .,0,0.666666667,3,train_01
train_01_14,VS condemns attack on NSS Karayogams 08th May 2011 05:00 AM THIRUVANANTHAPURAM : Chief Minister V S Achuthanandan has condemned the recent attacks on NSS Karayogams .,0,0.666666667,3,train_01
train_01_15,"When asked about the series of attacks on Karayogams , he said that such attacks could not be entertained .",0,0.666666667,3,train_01
train_01_16,"The NSS Karayogams were attacked in Thrissur and Thiruvananthapuram after NSS secretary Sukumaran Nair had said that the NSS did not support the LDF in the recent Assembly elections , as it did not want Achuthanandan to come back to power for another term .",1,1,3,train_01
train_01_17,The attack on Karayogams had sparked sharp reactions from the CPM leaders .,1,0.666666667,3,train_01
train_01_18,`` I am going to argue your evidence that strikers at Marikana in August 2012 attacked the police should be kicked out .,0,1,3,train_01
train_01_19,"Mpofu said Lt-Col Kaizer Modiba was fabricating his evidence about the violence during the mineworkers ' strike at Marikana , near Rustenburg in the North West , because he had not been in a position to witness an attack .",1,1,3,train_01
train_01_20,"`` I observed the attack on the police , I have no doubt about it , '' Modiba said during cross-examination .",1,0.666666667,3,train_01
train_01_21,He said he was about 100 metres away when he witnessed the attack .,0,1,3,train_01
train_01_22,"Modiba said he saw the aggressive strikers running alongside a police Nyala , charging at police .",0,0.666666667,3,train_01
train_01_23,"The commission , chaired by retired Judge Ian Farlam , is investigating the deaths of 44 people during the wage-related strike at Lonmin 's platinum mining operations at Marikana in August 2012 .",0,1,3,train_01
train_01_24,"On August 16 , 2012 , 34 people , mostly mineworkers , were shot dead in a clash with police who were trying to disarm and disperse them .",1,0.666666667,3,train_01
train_01_25,"Sonia Gandhi was speaking at a function after flagging off 12 new trains , along with Railway Minister Mamata Banerjee , through videoconferencing at Kanpur railway station .",0,1,3,train_01
train_01_26,"Claiming that the dozen new trains would prove to be a boon for UP , Sonia said later at a public rally organised adjacent to the railway station that it was after a long gap that the Railway ministry had done so much in one go for the state .",0,0.666666667,3,train_01
train_01_27,"The function was organised by Kanpur Congress Lok Sabha member and Union Coal Minister Shriprakash Jaiswal , and attended by ministers of state for railway , E. The new trains are Kanpur-New Delhi Shatabdi Express , Lucknow - New Delhi Duronto , Allahabad - New Delhi Duronto , Gorakhpur - Lokmanya Tilak Terminal Express , Varanasi-Jammu Tawi Superfast , Lucknow-Yashwantpur Express , Agra-Lucknow Intercity , Mathura-Kasganj Passenger , Bhopal - Pratapgarh Express , Gorakhpur - Nainital Express , Gorakhpur - Noutha Passenger and Chapra - Mathura Express .",0,0.666666667,3,train_01
train_01_28,Cubbon Park Walkers Oppose Government Move 08th January 2014 07:49 AM Members of the Cubbon Park Walkers ’ Association on Tuesday held a candlelight protest against the state government ’ s plan to set up a Cubbon Park Development Authority .,1,0.666666667,3,train_01
train_01_29,IIT Row : PSI Brandishes Pistol at Protesters 02nd October 2015 03:39 AM RAICHUR : The ongoing agitation against the Centre ’ s decision to set up the state ’ s first IIT at Dharwad took an ugly turn on Thursday after West Police Station PSI Agni allegedly assaulted a lorry driver and brandished his service revolver at the agitators during a protest by the lorry owners ’ association here .,1,1,3,train_01
train_01_30,The lorry owners ’ association was staging a protest by blocking the road near Ambedkar Circle .,1,0.666666667,3,train_01
train_01_31,"Barring this incident , the agitation by other organisations on Thursday was peaceful .",0,1,3,train_01
train_01_32,"On Tuesday night tens of thousands of demonstrators packed the city ’ s downtown area for a third night as protest leaders warned they would step up their actions if Hong Kong ’ s chief executive , Leung Chun-ying , did not meet them by midnight .",1,1,3,train_01
train_01_33,"On Tuesday Clegg sent a series of supportive tweets , including : “ I sympathise a great deal with the brave pro-democracy demonstrators taking to the streets of Hong Kong. ” He said the UK remained committed to the joint declaration and said that “ universal suffrage must mean real choice ” for voters and “ a proper stake in the 2017 election ” .",0,0.666666667,3,train_01
train_01_34,"The demonstrations pose a real problem , not just for the British but for others too .",0,0.666666667,3,train_01
train_01_35,"September 14 , 2012 00:00 IST Her absence from Vijayamma ’ s protest meet gives credence to rumours Rumour mills are abuzz in Warangal hinting that YSR Congress party leader and former Minister Konda Surekha may join the Congress soon .",1,0.666666667,3,train_01
train_01_36,Ms. Surekha ’ s absence at the recently held protest meeting by Y .,0,1,3,train_01
train_01_37,"Hindu outfits blocked by police 04th November 2009 04:48 AM THIRUVANANTHAPURAM : Protests against foreign missionary Bernard Blessing ’ s presence in the city spilled into the streets on Tuesday evening with Hindu organisations taking out a march to his prayer meeting , and engaging in a minor scuffle with the police .",0,0.666666667,3,train_01
train_01_38,"A protest march jointly organised by the Vishwa Hindu Parishad and Hindu Aikya Vedi entered into a scuffle with the police near the State Central Library even as Blessing led , his supporters claimed , ` ` a packed prayer meeting ’ ’ at the Chandrasekharan Nair Stadium .",0,0.666666667,3,train_01
train_01_39,The protest march started at 7.30 p.m. but the police blocked it before it reached the venue .,0,1,3,train_01
train_01_40,"Then on Thursday , some pupils returned to classes after having spent months out of school as residents protested against the Municipal Demarcation Board 's decision to include their areas under a new municipality .",1,0.666666667,3,train_01
train_01_41,"Addressing a massive public rally at Vandalur , around 40 km from here , Modi said : "" The central government should be strong , only then the neighbouring countries will be friendly with us . "" Accusing the United Progressive Alliance ( UPA ) government of adopting a confrontationist attitude towards the states , he said it has been demolishing the constitutional institutions whereas the need of the hour is a cooperative attitude .",1,1,3,train_01
train_01_42,"If it does , when you ’ re confronting an enemy that beheads people and wants to put nuclear bombs in our subways , then waterboarding is well within the rules. ” Trump faced a backlash in March when he referred to the 1989 Tiananmen Square protests as a “ riot ” .",1,0.666666667,3,train_01
train_01_43,"Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and threatened to intensify it , if the matter is not resolved soon .",1,1,3,train_01
train_01_44,"The neighbouring State apparently relented after 500 trucks carrying vegetables , eggs , fishes and other perishable items from Andhra Pradesh were detained by BJD activists at various places in Balasore .",1,1,3,train_01
train_01_45,"“ Though after the CM-level talks , we released all the detained trucks to West Bengal , they took back all the potato-laden trucks to their State , ” Agrawal said .",0,0.666666667,3,train_01
train_01_46,Labour Minister Mildred Oliphant intervened on Monday in an extended strike by petrol attendants and workers in the automotive industry .,0,0.666666667,3,train_01
train_01_47,"The strike began on September 9 , with Numsa demanding a double-digit percentage increase .",1,1,3,train_01
train_01_48,"About 70,000 workers were reported to be on strike .",0,0.666666667,3,train_01
train_01_49,"Protests show rising green concerns PUBLISHED : Wednesday , 04 July , 2012 , 12:00am Mass protests this week over the planned construction of a molybdenum-copper alloy plant in Shifang , Sichuan province show that environmental concerns are becoming a leading cause of social unrest .",0,0.666666667,3,train_01
train_01_50,"Authorities yesterday said they would scrap the 10.4 billion yuan ( HK $ 12.7 billion ) project , the subject of demonstrations by tens of thousands of Shifang residents .",1,0.666666667,3,train_01
train_01_51,"' Once the damage is done , it is long-lasting and not remediable . ' The massive three-day protest this week was the latest in a series of grass-roots demonstrations over polluting projects , as mainlanders have gained awareness in recent years of environmental and health concerns associated with pollution .",1,1,3,train_01
train_01_52,"Last summer , tens of thousands of people in the northeastern city of Dalian , Liaoning , marched to demand the relocation of a chemical plant .",1,1,3,train_01
train_01_53,"And in June 2007 , over 20,000 people rallied in Xiamen , a coastal city in Fujian province , to protest against plans to built a paraxylene chemical plant in the city .",1,1,3,train_01
train_01_54,"Following the Xiamen incident , the ' not in my backyard ' mentality sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou .",1,1,3,train_01
train_01_55,Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects .,1,0.666666667,3,train_01
train_01_56,"Ma Jun , director of the Institute of Public and Environmental Affairs in Beijing , said the Shifang protests came as a last resort for local residents to make their voices heard , as ' all other channels for public participation were ineffective ' .",1,0.666666667,3,train_01
train_01_57,"SRINAGAR : One killed , 100 injured in Valley September 01 , 2016 00:00 IST As curfew was lifted from all 10 districts , violence singed the Kashmir Valley on Wednesday , leaving a civilian dead and over 100 injured .",1,1,3,train_01
train_01_58,The house of a PDP MP was torched in south Kashmir .,1,0.666666667,3,train_01
train_01_59,Divisional Commissioner ( Kashmir ) Baseer Khan said more than 900 people attacked an Army convoy at Ladoora Rafiabad in Baramulla district .,0,0.666666667,3,train_01
train_01_60,"“ Amid stone-throwing , some rounds were fired at the convoy going to Kupwara .",0,0.666666667,3,train_01
train_01_61,"But the locals said clashes between the residents and the Army started in the morning when the latter stopped the movement of fruit trucks in Rafiabad and Sopore , asking the drivers to ply only during the shutdown period .",1,1,3,train_01
train_01_62,"“ The youth was killed at a protest against the Army ’ s action halting the vehicles , ” alleged Mohammad Yasin Khan , head of a traders ’ body .",0,0.666666667,3,train_01
train_01_63,"Joshua Wong , the teenage activist who was one of the most recognisable faces of Hong Kong ’ s umbrella movement protests , has been found guilty of “ illegal assembly ” by a court in the former British colony .",0,0.666666667,3,train_01
train_01_64,The action helped launch a 79-day street occupation that was described as the greatest challenge to China ’ s Communist rulers since the 1989 Tiananmen protests .,1,0.666666667,3,train_01
train_01_65,"More violence in TN district Posted : Wed Jun 25 1997 IST RAJAPALAYAM , June 23 : In continuing violence in TN 's Kamarajar district , one person was stabbed and buses being attacked .",1,0.666666667,3,train_01
train_01_66,"Meanwhile , a peace rally , taken out on behalf of the Sarvodaya movement from Chennai , reached Kamarajar district .",0,0.666666667,3,train_01
train_01_67,ANDHRA PRADESH Constable and SI allege harassment by higher-up SEEKING JUSTICE : Reserve constable Sanyasi Sahu staging a dharna opposite the City Armed Reserve office in Visakhapatnam on Saturday .,0,0.666666667,3,train_01
train_01_68,"April 09 , 2006 00:00 IST Senior officers reportedly trying to sort out issue VISAKHAPATNAM : The Police Stadium , which also houses the headquarters of the City Armed Reserve located , witnessed a rare incident of a constable and a Sub-Inspector staging a silent protest .",0,0.666666667,3,train_01
train_01_69,"Incidentally , the officer against whom they made the allegations resumed duty on Saturday after recovering from the injuries he had suffered in the police-fishermen clashes in Gangavaram on March 27 .",0,0.666666667,3,train_01
train_01_70,Some police personnel intervened and urged them to give up their protest - but to no avail .,1,0.666666667,3,train_01
train_01_71,They poured out their woes to the reporters and photographers who reached the Police Stadium on hearing about the incident .,1,0.666666667,3,train_01
train_01_72,"Maoist Kill Local Leader in Odisha 30th December 2013 01:37 PM Suspecting him to be a police informer , Maoists have killed a local leader in Kosa Madhi ( 38 ) of Sangel village under Kalimela police station , secretary of local Panipanchyat , was kidnapped by the ultras on Friday when they triggered a blast with explosives and destroyed the bridge over river Poteru apparently to stop movement of security personnel between Kalimela and Padia .",1,1,3,train_01
train_01_73,"Madhi was produced before the ' Kangaroo Court ' and killed by the ultra for acting as a police informer , villagers alleged .",1,0.666666667,3,train_01
train_01_74,"On Friday , the Maoists had looted the house of a special police officer ( SPO ) , Lacha Madkami , one of Madhi 's relations , of the same village .",0,0.666666667,3,train_01
train_01_75,"Superintendent of police , Malkangiri , Akhileswar Singh said they have got the information about the incident and inquiry was continuing .",0,1,3,train_01
train_01_76,"Meanwhile , the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today affecting normal life in Maoist hinterlands including Padia , Kalimela and Motu areas .",1,0.666666667,3,train_01
train_01_77,"However , there was hardly any affect noticed in Koraput district due to the bandh , the sources said .",0,1,3,train_01
train_01_78,"Hassan : Residents protest delay in improving road September 25 , 2013 00:00 IST Residents of Belur on Monday protested the delay in repairing the main road in the town by planting banana saplings in the middle of the road .",1,1,3,train_01
train_01_79,The protesters planted the saplings in potholes to draw the attention of the officials to the poor condition of the road .,1,1,3,train_01
train_01_80,"Earlier , the protesters , led by workers of Jaya Karnataka Vedike , took out a procession and stopped the movement of vehicles for half an hour .",1,0.666666667,3,train_01
train_01_81,Sporadic violence during hartal 20th May 2009 10:23 AM THIRUVANANTHAPURAM : Sporadic violence marked the hartal on Tuesday called by Muslim organisations in protest against the police action in Cheriyathura-Beemappally areas on Sunday .,1,1,3,train_01
train_01_82,KSRTC buses were attacked at ten places .,0,0.666666667,3,train_01
train_01_83,Two bus drivers were hurt in the attacks .,1,0.666666667,3,train_01
train_01_84,Hartal supporters pelted stones at a KSRTC bus at Karamana injuring driver Babu .,1,1,3,train_01
train_01_85,"In a similar incident at Karakkamandapam , KSRTC driver V .",0,1,3,train_01
train_01_86,Hartal supporters surrounded a police station at Attakkulangara demanding that four men arrested by police for pelting stones at KSRTC buses be freed .,1,0.666666667,3,train_01
train_01_87,KSRTC buses were also attacked at a few other places including Poojappura and Balaramapuram .,0,0.666666667,3,train_01
train_01_88,"At Kallukkodu , Muttathara , hartal supporters got a taste of their own medicine .",0,0.666666667,3,train_01
train_01_89,"However , local people and the shopkeepers joined forces and pelted stones at the hartal supporters forcing them to flee .",1,0.666666667,3,train_01
train_01_90,He was seen as proactive when he disposed of the mercy petitions of 26/11 attack convict Ajmal Kasab and Parliament attack convict Afzal Guru that had triggered a controversy but his aides explain that as President he had no choice but to go by the Cabinet advice .,1,0.666666667,3,train_01
train_01_91,"During the turbulent period last year-end in the capital , the demonstrations against the rape and murder of a 23 - year-old paramedical student reached the gates of Rashtrapati Bhavan seeking his intervention .",1,0.666666667,3,train_01
train_01_92,"Although everyone is keenly aware of how the power of the internet helped foster the massive march in 2003 , for now there are hotter topics in local cyberspace .",0,0.666666667,3,train_01
train_01_93,"Management , Unions at loggerheads in KSRTC over attack on employees 07th July 2012 11:27 AM 204 attacks in 120 days !",0,0.666666667,3,train_01
train_01_94,The controversy sparked off after the Kerala State Road Transport Employees Association ( KSRTEA ) pasted stickers on KSRTC buses seeking public intervention against ‘ police-goonda ’ attack on employees .,1,1,3,train_01
train_01_95,The management responded to this by issuing an order the other day seeking immediate removal of the posters .,0,0.666666667,3,train_01
train_01_96,"‘ ’ They did nothing when the staff were brutally attacked by anti-social elements and police officials , ’ ’ said Jose Jacob , general secretary of the KSRTEA .",0,1,3,train_01
train_01_97,"KERALA Brewing protest Members of the Kerala Mahila Sangham , the State unit of the National Federation of Indian Women , protest against the hike in cooking gas price , in Thrissur on Thursday .",1,1,3,train_01
train_01_98,"Distributing medals and trophies to winners of the five-day event in which 702 personnel from 22 State police teams and eight Central police organisations participated , the chief minister recalled the 26/11 incidents in Mumbai to stress her point .",1,1,3,train_01
train_01_99,"Sivaji Terminus in Mumbai firing indiscriminately with an AK -47 on 26/11 , while a brave constable tried to return fire with a .303 rifle is still green .",0,0.666666667,3,train_01
train_01_100,"Demonstrators have filed for a permit to hold a rally on Saturday in Yuen Long , the district on the outskirts of Hong Kong where dozens of masked men chased and beat commuters and protesters with wooden poles and metal rods , leaving at least 45 people in hospital .",1,1,3,train_01
train_01_101,"Footage of the attack , which included a pregnant woman being hit , protesters being punched and kneed , and commuters screaming and crying while trying to shield themselves , emerged on Sunday night , fuelling further political unrest as demonstrators , opposition lawmakers and others demanded answers from authorities for failing to stop the violence .",1,1,3,train_01
train_01_102,"Max Chung , who delivered the application for a letter of no objection from the police , that is required to hold a rally , said : “ We want to show to the public and international community that Hong Kongers , we will never surrender in front of terrorism … To show our solidarity and say no to terrorism , we have to stand up. ” Chung said : “ Yuen Long was under terrorist attack and we have no choice but to take it back. ” The protests , principally over a controversial bill that would allow suspects to be extradited from Hong Kong to mainland China , have taken on new demands , including an investigation into police use of rubber bullets , teargas and physical violence against protesters .",0,0.666666667,3,train_01
train_01_103,Protesters are angry at the police ’ s slow response to the attack in Yuen Long and their pursuit of the case .,1,1,3,train_01
train_01_104,The violence in Yuen Long has heightened tensions and fears of further attacks .,1,0.666666667,3,train_01
train_01_105,"On Tuesday evening , unverified footage showed men in white gathering in Tuen Mun , another city near Yuen Long in the New Territories .",0,0.666666667,3,train_01
train_01_106,"Hong Kong ’ s leader , Carrie Lam , said the “ shocking violence ” in Yuen Long would be investigated , but devoted most of her comments to criticising protesters , who surrounded Beijing ’ s liaison office in Hong Kong and defaced the national emblem of the People ’ s Republic of China on Sunday .",0,1,3,train_01
train_01_107,"On Tuesday , a group of aviation staff called for a protest at Hong Kong airport on Friday to condemn the government and police for “ ignoring the random attacks on citizens in Yuen Long ” .",1,1,3,train_01
train_01_108,"In Yuen Long , Chung and other protesters are demanding the government conducts an independent investigation and officially characterises the violence as a “ cross-border terrorist attack ” .",0,0.666666667,3,train_01
train_01_109,"Hailey Leung , a university student who has been attending the protests this summer , said : “ The fear of the gangs is definitely stronger than the fear of the use of violence of the police. ” Her parents have been supportive of the protests but , since the violence in Yuen Long , they have asked her not to attend .",1,0.666666667,3,train_01
train_01_110,"Suddenly , a motley group of slogan-shouting students emerged from the dhaba .",0,0.666666667,3,train_01
train_01_111,"They exhorted us to join the protest against the recommendations of the Mandal Commission , which had been implemented a day earlier .",0,0.666666667,3,train_01
train_01_112,Thus we too joined the sloganeering .,0,1,3,train_01
train_01_113,"By the time the self-styled leaders had commandeered a few DTC buses , nearly 200 postgraduate and doctoral students had gathered at an intersection , which later became the epicentre of protests and was rechristened euphemistically as Kranti Chowk .",0,0.666666667,3,train_01
train_01_114,"Some hotheads tried to gatecrash , provoking the policemen into action  they charged ferociously , dispersing the crowd within minutes .",1,0.666666667,3,train_01
train_01_115,"That night , Doordarshan telecast news of protests .",0,1,3,train_01
train_01_116,"Jammu : Delhi court blast accused killed in Kishtwar August 07 , 2012 00:00 IST A 2011 Delhi High Court blast accused , Amir Ali Kamal , was among two Hizb—ul—Mujahideen ( HM ) militants killed on Monday in a shootout with security forces in the mountainous Kishtwar district of Jammu and Kashmir , police said .",1,0.666666667,3,train_01
train_01_117,"As we closed in on the hideout of the militants , a fire fight began that continued for over an hour , ” he said .",0,1,3,train_01
train_01_118,"According to reports , two militants have been shot dead in the encounter .",0,0.666666667,3,train_01
train_01_119,"“ One of them is Amir Ali Kamal , code name Akram , who was prime accused in the Delhi High Court blast , ” the officer said .",0,1,3,train_01
train_01_120,Akram was on the radar of the National Investigation Agency ( NIA ) as he is believed to have arranged explosives and planter for the blast .,1,0.666666667,3,train_01
train_01_121,"He is an accused in the Delhi High Court blast of Sep 7 , 2011 in which at least 10 people were killed and over 70 injured .",1,0.666666667,3,train_01
train_01_122,The NIA wanted to catch Akram alive as he could provide clues in resolving the blast case .,1,1,3,train_01
train_01_123,The Kishtwar area has been in focus ever since the Delhi High Court blast as the first of the e—mails claiming responsibility for the blast emanated from here .,0,0.666666667,3,train_01
train_01_124,Two more youths were arrested later for allegedly being involved in the blast .,1,1,3,train_01
train_01_125,Modi visited the homes of all the six victims of the serial blasts which rocked Patna ’ s Gandhi Maidan and other parts of the city during his visit to address the Hunkar Rally on October 27 .,0,0.666666667,3,train_01
train_01_126,"NaMo , who had avoided visiting the victims of the 2002 riots in his own state for a long time , lost no time in burning up aviation fuel by dashing to Patna twice in one week to express condolences and score points over his rambunctious rivals .",1,1,3,train_01
train_01_127,"Now , he is charged with exploiting the grief of the terror victims of 26/10 .",0,0.666666667,3,train_01
train_01_128,"By visiting the families of the Patna blast victims , NaMo is drilling home the point that NiKu is least bothered about the personal tragedies of his people .",0,0.666666667,3,train_01
train_01_129,"In August that year , militantly aggressive Kurmis mowed down 14 Dalits in the sleepy hamlet of Belchchi in Nalanda district .",0,0.666666667,3,train_01
train_01_130,"Indira landed in Nalanda and waded into the floodwaters on an elephant to visit each Dalit family , which had lost members in the caste pogrom .",1,0.666666667,3,train_01
train_01_131,The grief list also includes the nights spent by Rahul in Dalit colonies and the visits of Manmohan Singh and Sonia Gandhi to Chhattisgarh after top Congress leaders were massacred by Naxalites .,0,0.666666667,3,train_01
train_01_132,Modiites are now reminding the Congress about the trips which Sonia and the Prime Minister made to Muzzafarnagar after 43 were killed in the worst-ever communal clashes in decades .,0,0.666666667,3,train_01
train_01_133,Bandhopadhay also said two Trinamool Congress workers were killed at Sashan in North 24 Parganas district recently .,0,0.666666667,3,train_01
train_01_134,"A car with Union ministers Mukul Roy and Sultan Ahmed was attacked allegedly by CPM cadres on Wednesday , he alleged .",0,0.666666667,3,train_01
train_01_135,"Ramanathapuram Residents protest against illegal water connections December 05 , 2017 00:00 IST Say officials at the panchayat level are colluding with locals Residents of Varavani panchayat staged a protest at the collectorate here on Monday , against illegal tapping of drinking water supplied through pipelines under the Cauvery combined water supply scheme and irregular supply of water to their villages .",1,0.666666667,3,train_01
train_01_136,"Led by A Sagayamadha , an office-bearer of the All India Farm Workers Association , the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them .",1,1,3,train_01
train_01_137,"US Committed to Seeking Justice on Behalf of All 26/11 Victims 05th August 2015 12:04 PM NEW YORK : The US is committed to pursuing justice on behalf of the victims of the 2008 Mumbai attack no matter how "" arduous "" the task is , a top Indian-origin American diplomat has said .",0,1,3,train_01
train_01_138,""" We have certainly reiterated our support and our commitment to India 's efforts to seek justice on behalf of the victims "" of the 26/11 attack , Assistant Secretary of State for South and Central Asian Affairs Nisha Desai Biswal told PTI when asked about the delay in bringing to justice the perpetrators of the 2008 terror attacks .",0,0.666666667,3,train_01
train_01_139,"Biswal , who had travelled to the city from Washington to speak at the Indian Consulate General 's Media-India Lecture Series yesterday , said not only were there a large number of Indian victims in the attack but there were Americans also who lost their lives .",1,0.666666667,3,train_01
train_01_140,"Given that nearly seven years have passed since the horrendous terror attacks that claimed over 160 lives and injured many others , Biswal said bringing justice for the victims in terror attacks may appear to be an arduous andlong-drawn process .",0,1,3,train_01
train_01_141,Biswal underlined that the US on its part had offered rewards for information leading to the arrest and prosecution of individuals associated with the Mumbai attack .,0,0.666666667,3,train_01
train_01_142,"Referring to the terror attack in Punjab 's Gurdaspur district on July 27 , Biswal said the US has strongly condemned and expressed its concern over the attack .",0,1,3,train_01
train_01_143,She said the US has expressed its cooperation ith Indian authorities on on any specific aspects of the incident .,0,0.666666667,3,train_01
train_01_144,"On media reports that the night vision device used by three terrorists in the Gurdaspur attack had US markings , Biswal said the US is in conversation with Indian authorities to try to ascertain and trace the origins of the equipment found .",1,1,3,train_01
train_01_145,""" We will continue to work very closely with the Indian government on those issues , "" she said , adding that it is an ongoing process and the US is working with Indian authorities to address issues of concern emanating from the incident .",1,1,3,train_01
train_01_146,"The step came after RLD workers , led by district party president Ajit Rathi , former UP minister Dharamvir Balyan and MLC Chaudhry Mushtaq , staged a dharna outside the DM 's office here yesterday and submitted a memorandum to him .",0,1,2,train_01
train_01_147,"CHENNAI : Chennai sees its first ever hunger fast against HCL April 08 , 2013 00:00 IST For the first time in Chennai , graduates denied jobs by a multi-national corporation who had recruited them from their college campuses , staged a hunger strike on Sunday .",0,0.666666667,3,train_01
train_01_148,"As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time to demand answers from HCL Technologies , the company that had recruited them in 2011 .",1,1,3,train_01
train_01_149,"The recruits , at Valluvar Kottam shouted slogans including , “ HCL lend us your ears , give us back our two years , ” while undertaking the day-long fast .",0,0.666666667,3,train_01
